,Gene Name,Uniprot Number,Subcellular Location
11734,ULK3,Q6PHR2,Phagophore Assembly Site
11735,ULK3,Q6PHR2,Ciliary Tip
11742,VRK1,Q99986,Nucleus
11743,VRK1,Q99986,Golgi Stack
11744,VRK1,Q99986,Cytoplasm
11746,VRK1,Q99986,Cytosol
11747,VRK1,Q99986,Nucleoplasm
11749,VRK1,Q99986,Nucleolus
11754,VRK1,Q99986,Cytoskeleton
11755,VRK1,Q99986,Spindle
11759,VRK2,Q86Y07,Nuclear Envelope
11760,VRK2,Q86Y07,Mitochondrial Membrane
11761,VRK2,Q86Y07,Endoplasmic Reticulum Membrane
11762,VRK2,Q86Y07,Cytoplasm
11763,VRK2,Q86Y07,Nucleus
11766,VRK2,Q86Y07,Protein-Containing Complex
11767,VRK2,Q86Y07,Endoplasmic Reticulum
11768,VRK2,Q86Y07,Membrane
11771,VRK2,Q86Y07,Mitochondrion
11772,VRK2,Q86Y07,Integral Component Of Membrane
11783,VRK3,Q8IV63,Nucleus
11784,VRK3,Q8IV63,Cytoplasm
11786,VRK3,Q8IV63,Intracellular Membrane-Bounded Organelle
11787,VRK3,Q8IV63,Nucleolus
11788,VRK3,Q8IV63,Nucleoplasm
11793,WEE1,P30291,Nucleus
11795,WEE1,P30291,Nucleoplasm
11799,WEE1,P30291,Nucleolus
11800,WEE1,P30291,Cytoplasm
11805,WEE2,P0C1S8,Nucleus
11809,WEE2,P0C1S8,Nucleoplasm
11810,WEE2,P0C1S8,Cytoplasm
11813,WNK1,Q9H4A3,Cytoplasm
11815,WNK1,Q9H4A3,Membrane
11816,WNK1,Q9H4A3,Cytosol
11822,WNK2,Q9Y3S1,Plasma Membrane
11823,WNK2,Q9Y3S1,Membrane
11824,WNK2,Q9Y3S1,Cytoplasm
11828,WNK2,Q9Y3S1,Cytosol
11832,WNK3,Q9BYP7,Bicellular Tight Junction
11833,WNK3,Q9BYP7,Adherens Junction
11834,WNK3,Q9BYP7,Cytoplasm
11835,WNK3,Q9BYP7,Cytosol
11842,WNK4,Q96J92,Membrane
11843,WNK4,Q96J92,Cytosol
11844,WNK4,Q96J92,Bicellular Tight Junction
11846,WNK4,Q96J92,Cytoplasm
11851,WNK4,Q96J92,Cell Junction
11855,YES1,P07947,Focal Adhesion
11856,YES1,P07947,Extracellular Exosome
11857,YES1,P07947,Plasma Membrane
11858,YES1,P07947,Golgi Apparatus
11859,YES1,P07947,Cytosol
11893,YES1,P07947,Postsynaptic Specialization
11894,YES1,P07947,Intracellular Component
11895,YES1,P07947,Glutamatergic Synapse
11898,YES1,P07947,Actin Filament
11899,YES1,P07947,Cytoskeleton
11901,YES1,P07947,Cytoplasm
11902,YES1,P07947,Membrane
11903,YES1,P07947,Microtubule Organizing Center
11907,ZAP70,P43403,Cytoplasm
11908,ZAP70,P43403,Plasma Membrane
11909,ZAP70,P43403,Membrane Raft
11913,ZAP70,P43403,Cytosol
11920,ZAP70,P43403,T Cell Receptor Complex
11921,ZAP70,P43403,Membrane
11922,ZAP70,P43403,Cell-Cell Junction
11926,ZAP70,P43403,Immunological Synapse
